Title,Movie Link,Year,Duration,MPA,Rating,Votes,budget,grossWorldWide,gross_US_Canada,opening_weekend_Gross,directors,writers,stars,genres,countries_origin,filming_locations,production_companies,Languages,wins,nominations,oscars,release_date
Critical Condition,https://www.imdb.com/title/tt0092798/?ref_=sr_t_54,1987,1h 37m,R,5.3,4K,14000000.0,20240502.0,20240502.0,5715701.0,['Michael Apted'],"['Denis Hamill', 'John Hamill', 'Alan Swyer']","['Richard Pryor', 'Rachel Ticotin', 'Rubén Blades']",['Comedy'],['United States'],"['High Point Regional Hospital - 601 N. Elm Street, High Point, North Carolina, USA']","['Interscope Communications', 'Paramount Pictures']",['English'],0,0,0,1987.0
The Principal,https://www.imdb.com/title/tt0093780/?ref_=sr_t_55,1987,1h 49m,R,6.3,12K,11000000.0,19734940.0,19734940.0,4297710.0,['Christopher Cain'],['Frank Deese'],"['Jim Belushi', 'Louis Gossett Jr.', 'Rae Dawn Chong']","['Action', 'Crime', 'Drama', 'Thriller']",['United States'],"['Oakland, California, USA']","['TriStar Pictures', 'Dorica Film', 'ML Delphi Premier Productions']",['English'],0,0,0,1987.0
Suspect,https://www.imdb.com/title/tt0094082/?ref_=sr_t_56,1987,2h 1m,R,6.6,12K,14500000.0,18782400.0,18782400.0,4152015.0,['Peter Yates'],['Eric Roth'],"['Cher', 'Dennis Quaid', 'Liam Neeson']","['Legal Thriller', 'Crime', 'Drama', 'Mystery', 'Thriller']",['United States'],"['Commercial Studios - 793 Pharmacy Avenue, Scarborough, Ontario, Canada']","['TriStar Pictures', 'ML Delphi Premier Productions']",['English'],0,0,0,1987.0
The Believers,https://www.imdb.com/title/tt0092632/?ref_=sr_t_57,1987,1h 54m,R,6.1,8.4K,13000000.0,18753438.0,18753438.0,4342732.0,['John Schlesinger'],"['Nicholas Conde', 'Mark Frost']","['Martin Sheen', 'Helen Shaver', 'Harley Cross']","['Crime', 'Drama', 'Horror', 'Mystery', 'Thriller']","['United States', 'United Kingdom', 'Canada']","['Toronto City Hall - 100 Queen Street West, Toronto, Ontario, Canada']",['Orion Pictures'],['English'],0,0,0,1987.0
Some Kind of Wonderful,https://www.imdb.com/title/tt0094006/?ref_=sr_t_58,1987,1h 35m,PG-13,7.0,36K,,18553948.0,18553948.0,3486701.0,['Howard Deutch'],['John Hughes'],"['Eric Stoltz', 'Mary Stuart Masterson', 'Lea Thompson']","['Teen Drama', 'Teen Romance', 'Drama', 'Romance']",['United States'],"['1441 W. I Street, Wilmington, Los Angeles, California, USA']","['Paramount Pictures', 'Hughes Entertainment']",['English'],0,0,0,1987.0
Project X,https://www.imdb.com/title/tt0093793/?ref_=sr_t_59,1987,1h 48m,PG,6.2,13K,18000000.0,21589395.0,18532286.0,3309985.0,['Jonathan Kaplan'],"['Lawrence Lasker', 'Stanley Weiser']","['Matthew Broderick', 'Helen Hunt', 'Willie']","['Comedy', 'Drama', 'Sci-Fi', 'Thriller']",['United States'],"['Pasadena, California, USA']","['Twentieth Century Fox', 'Parkes/Lasker productions', 'Amercent Films']","['English', 'American Sign Language']",0,0,0,1987.0
Born in East L.A.,https://www.imdb.com/title/tt0092690/?ref_=sr_t_60,1987,1h 25m,R,6.0,6.8K,,17355263.0,17355263.0,4359040.0,['Cheech Marin'],['Cheech Marin'],"['Cheech Marin', 'Daniel Stern', 'Paul Rodriguez']",['Comedy'],['United States'],"['Tijuana, Baja California Norte, Mexico']",['Clear Type'],"['English', 'Spanish']",0,0,0,1987.0
Masters of the Universe,https://www.imdb.com/title/tt0093507/?ref_=sr_t_61,1987,1h 46m,PG,5.4,46K,22000000.0,17337139.0,17336370.0,4883168.0,['Gary Goddard'],"['David Odell', 'Stephen Tolkin', 'Gary Goddard']","['Dolph Lundgren', 'Frank Langella', 'Meg Foster']","['Dark Fantasy', 'Superhero', 'Sword & Sorcery', 'Action', 'Adventure', 'Fantasy', 'Sci-Fi']",['United States'],"['Whittier, California, USA']","['Golan-Globus Productions', 'Pressman Film', 'Cannon Films']",['English'],0,5,0,1987.0
Angel Heart,https://www.imdb.com/title/tt0092563/?ref_=sr_t_62,1987,1h 53m,R,7.2,98K,17000000.0,17185954.0,17185632.0,3688721.0,['Alan Parker'],"['William Hjortsberg', 'Alan Parker']","['Mickey Rourke', 'Robert De Niro', 'Lisa Bonet']","['Psychological Horror', 'Psychological Thriller', 'Suspense Mystery', 'Horror', 'Mystery', 'Thriller']","['United Kingdom', 'Canada', 'United States']","['St Charles Track Avenue, New Orleans, Louisiana, USA']","['Carolco International N.V.', 'Winkast Film Productions', 'Union']","['English', 'French']",0,5,0,1987.0
Burglar,https://www.imdb.com/title/tt0092710/?ref_=sr_t_63,1987,1h 43m,R,5.1,4.9K,12500000.0,16337355.0,16337355.0,4509754.0,['Hugh Wilson'],"['Lawrence Block', 'Jeph Loeb', 'Matthew Weisman']","['Whoopi Goldberg', 'Bobcat Goldthwait', 'G.W. Bailey']","['Comedy', 'Crime']","['Canada', 'United States']","['San Francisco, California, USA']","['Nelvana', 'Warner Bros.']",['English'],0,0,0,1987.0
Over the Top,https://www.imdb.com/title/tt0093692/?ref_=sr_t_64,1987,1h 33m,PG,5.8,61K,25000000.0,16057930.0,16057580.0,5149200.0,['Menahem Golan'],"['Gary Conway', 'David Engelbach', 'Stirling Silliphant']","['Sylvester Stallone', 'Robert Loggia', 'Susan Blakely']","['B-Action', 'Action', 'Drama', 'Sport']",['United States'],"['Jerome, Arizona, USA']","['The Cannon Group', 'Golan-Globus Productions', 'Warner Bros.']",['English'],0,3,0,1987.0
Superman IV: The Quest for Peace,https://www.imdb.com/title/tt0094074/?ref_=sr_t_65,1987,1h 30m,PG,3.7,54K,17000000.0,30281020.0,15681020.0,5683122.0,['Sidney J. Furie'],"['Jerry Siegel', 'Joe Shuster', 'Christopher Reeve']","['Christopher Reeve', 'Gene Hackman', 'Margot Kidder']","['Quest', 'Superhero', 'Action', 'Adventure', 'Sci-Fi']","['United Kingdom', 'United States']","['Aldwych Underground Railway Station, Surrey Street, Aldwych, Westminster, Greater London, England, UK']","['Cannon Films', 'Warner Bros.', 'Golan-Globus Productions']","['English', 'Russian', 'French', 'Italian']",0,6,0,1987.0
Flowers in the Attic,https://www.imdb.com/title/tt0093036/?ref_=sr_t_66,1987,1h 33m,PG-13,5.7,12K,,15151736.0,15151736.0,5020317.0,['Jeffrey Bloom'],"['Virginia C. Andrews', 'Jeffrey Bloom']","['Louise Fletcher', 'Victoria Tennant', 'Kristy Swanson']","['Drama', 'Mystery', 'Thriller']",['United States'],"['Castle Hill, Crane Estate - 280 Argilla Road, Ipswich, Massachusetts, USA']","['New World Pictures', 'Fries Entertainment']",['English'],0,0,0,1987.0
Radio Days,https://www.imdb.com/title/tt0093818/?ref_=sr_t_67,1987,1h 28m,PG,7.4,37K,16000000.0,14792779.0,14792779.0,1522423.0,['Woody Allen'],['Woody Allen'],"['Mia Farrow', 'Dianne Wiest', 'Mike Starr']",['Comedy'],['United States'],"['Radio City Music Hall - 1260 6th Avenue, Rockefeller Center, Manhattan, New York City, New York, USA']","['Jack Rollins & Charles H. Joffe Productions', 'Orion Pictures']","['English', 'Spanish', 'Italian']",0,10,2,1987.0
Hellraiser,https://www.imdb.com/title/tt0093177/?ref_=sr_t_68,1987,1h 34m,R,6.9,146K,1000000.0,14579541.0,14564027.0,4453232.0,['Clive Barker'],['Clive Barker'],"['Andrew Robinson', 'Clare Higgins', 'Ashley Laurence']","['Body Horror', 'Supernatural Horror', 'Horror', 'Thriller']",['United Kingdom'],"['187 Dollis Hill Lane, Dollis Hill, Brent, London, England, UK']","['Film Futures', 'New World Pictures', 'New World Pictures']",['English'],0,6,0,1987.0
Ishtar,https://www.imdb.com/title/tt0093278/?ref_=sr_t_69,1987,1h 47m,PG-13,4.7,12K,55000000.0,14375181.0,14375181.0,4331817.0,['Elaine May'],['Elaine May'],"['Warren Beatty', 'Dustin Hoffman', 'Isabelle Adjani']","['Satire', 'Action', 'Adventure', 'Comedy', 'Music', 'Thriller']",['United States'],['Morocco'],"['Columbia Pictures', 'Delphi V Productions']",['English'],0,3,0,1987.0
Prince of Darkness,https://www.imdb.com/title/tt0093777/?ref_=sr_t_70,1987,1h 42m,R,6.7,52K,3000000.0,14182579.0,14182492.0,4657401.0,['John Carpenter'],['John Carpenter'],"['Donald Pleasence', 'Lisa Blount', 'Jameson Parker']",['Horror'],['United States'],"['LA Artcore, 120 Judge John Aiso Street, Los Angeles, California, USA']","['Alive Films', 'Larry Franco Productions', 'Haunted Machine Productions']","['English', 'Latin']",0,2,0,1987.0
Creepshow 2,https://www.imdb.com/title/tt0092796/?ref_=sr_t_71,1987,1h 32m,R,6.0,29K,3500000.0,14000000.0,14000000.0,3584077.0,['Michael Gornick'],"['Stephen King', 'George A. Romero', 'Lucille Fletcher']","['George Kennedy', 'Lois Chiles', 'Domenick John']","['Fantasy', 'Horror']",['United States'],"['12890 E Main St, Humboldt, Arizona, USA']","['New World Pictures', 'Laurel Entertainment Inc.']",['English'],0,0,0,1987.0
Hamburger Hill,https://www.imdb.com/title/tt0093137/?ref_=sr_t_72,1987,1h 50m,R,6.7,29K,,13839404.0,13839404.0,3360705.0,['John Irvin'],['James Carabatsos'],"['Anthony Barrile', 'Michael Boatman', 'Don Cheadle']","['Action Epic', 'Tragedy', 'Action', 'Drama', 'Thriller', 'War']",['United States'],['Philippines'],"['Interaccess Film Distribution', 'RKO Pictures']","['English', 'French']",0,0,0,1987.0
The Gate,https://www.imdb.com/title/tt0093075/?ref_=sr_t_73,1987,1h 25m,PG-13,6.0,21K,2500000.0,13539458.0,13539458.0,4258063.0,['Tibor Takács'],['Michael Nankin'],"['Stephen Dorff', 'Christa Denton', 'Louis Tripp']","['Supernatural Horror', 'Teen Horror', 'Fantasy', 'Horror']",['Canada'],"['Cinespace Film Studios - 11030 Highway 27, Kleinburg, Ontario, Canada']","['New Century Entertainment', 'The Vista Organisation', 'Alliance Entertainment']",['English'],0,2,0,1987.0
The Pick-up Artist,https://www.imdb.com/title/tt0093737/?ref_=sr_t_74,1987,1h 21m,PG-13,5.4,8K,15000000.0,13290368.0,13290368.0,4455516.0,['James Toback'],['James Toback'],"['Molly Ringwald', 'Robert Downey Jr.', 'Dennis Hopper']","['Comedy', 'Crime', 'Drama', 'Romance']",['United States'],"['American Museum of Natural History, Central Park West at 79th Street, Manhattan, New York City, New York, USA']","['Amercent Films', 'American Entertainment Partners L.P.', 'Twentieth Century Fox']",['English'],0,0,0,1987.0
Back to the Beach,https://www.imdb.com/title/tt0092608/?ref_=sr_t_75,1987,1h 32m,PG,5.9,3.5K,,13110903.0,13110903.0,3265660.0,['Lyndall Hobbs'],"['James Komack', 'Bill Norton', 'Bruce Kirschbaum']","['Frankie Avalon', 'Annette Funicello', 'Lori Loughlin']","['Comedy', 'Musical']",['United States'],"['Paradise Cove - 28128 Pacific Coast Highway, Malibu, California, USA']",['Paramount Pictures'],['English'],0,0,0,1987.0
The Bedroom Window,https://www.imdb.com/title/tt0092627/?ref_=sr_t_76,1987,1h 52m,R,6.4,7.2K,8300000.0,12640385.0,12640385.0,2919657.0,['Curtis Hanson'],"['Anne Holden', 'Curtis Hanson']","['Steve Guttenberg', 'Elizabeth McGovern', 'Isabelle Huppert']","['Psychological Thriller', 'Crime', 'Drama', 'Mystery', 'Thriller']",['United States'],"['Baltimore, Maryland, USA']",['De Laurentiis Entertainment Group (DEG)'],['English'],0,0,0,1987.0
The Fourth Protocol,https://www.imdb.com/title/tt0093044/?ref_=sr_t_77,1987,1h 59m,R,6.5,11K,6000000.0,12423831.0,12423831.0,3636831.0,['John Mackenzie'],"['George Axelrod', 'Richard Burridge', 'Frederick Forsyth']","['Michael Caine', 'Pierce Brosnan', 'Ned Beatty']","['Dark Comedy', 'Spy', 'Thriller']",['United Kingdom'],"['Lapland, Finland']","['Fourth Protocol', 'The Rank Organisation']",['English'],0,0,0,1987.0
Less Than Zero,https://www.imdb.com/title/tt0093407/?ref_=sr_t_78,1987,1h 38m,R,6.4,23K,8000000.0,12396383.0,12396383.0,3008987.0,['Marek Kanievska'],"['Bret Easton Ellis', 'Harley Peyton']","['Andrew McCarthy', 'Jami Gertz', 'Robert Downey Jr.']","['Crime', 'Drama']",['United States'],"[""Mount St. Mary's College - 12001 Chalon Road, Bel Air, Los Angeles, California, USA""]","['Twentieth Century Fox', 'Amercent Films', 'American Entertainment Partners L.P.']","['English', 'Spanish']",0,0,0,1987.0
Fatal Beauty,https://www.imdb.com/title/tt0093011/?ref_=sr_t_79,1987,1h 44m,R,5.4,4.2K,,12046526.0,12046526.0,2693714.0,['Tom Holland'],"['Bill Svanoe', 'Hilary Henkin', 'Dean Riesner']","['Whoopi Goldberg', 'Sam Elliott', 'Rubén Blades']","['Action', 'Comedy', 'Crime', 'Drama', 'Thriller']","['Japan', 'United States']","['Westfield Century City - 10250 Santa Monica Blvd, Los Angeles, California, USA']","['Metro-Goldwyn-Mayer (MGM)', 'CST Telecommunications']",['English'],0,0,0,1987.0
Extreme Prejudice,https://www.imdb.com/title/tt0092997/?ref_=sr_t_80,1987,1h 45m,R,6.6,9.2K,22000000.0,11307844.0,11307844.0,3498957.0,['Walter Hill'],"['John Milius', 'Fred Rexer', 'Deric Washburn']","['Nick Nolte', 'Powers Boothe', 'Michael Ironside']","['Contemporary Western', 'Dark Comedy', 'Action', 'Crime', 'Drama', 'History', 'Thriller', 'Western']",['United States'],"['El Paso, Texas, USA']",['Carolco Pictures'],"['English', 'Spanish']",0,0,0,1987.0
Light of Day,https://www.imdb.com/title/tt0093415/?ref_=sr_t_81,1987,1h 47m,PG-13,5.6,3.4K,,10489617.0,10489617.0,3536309.0,['Paul Schrader'],['Paul Schrader'],"['Michael J. Fox', 'Gena Rowlands', 'Joan Jett']","['Drama', 'Music']",['United States'],"['Crestwood, Illinois, USA']","['TAFT Entertainment Pictures', 'Keith Barish Productions', 'Home Box Office (HBO)']",['English'],0,0,0,1987.0
Disorderlies,https://www.imdb.com/title/tt0092897/?ref_=sr_t_82,1987,1h 26m,PG,5.0,2.6K,,10348437.0,10348437.0,2707980.0,['Michael Schultz'],"['Mark Feldberg', 'Mitchell Klebanoff']","['Darren Robinson', 'Damon Wimbley', 'Mark Morales']","['Slapstick', 'Comedy']",['United States'],"['750 Bel Air Road, Bel Air, Los Angeles, California, USA']",['Warner Bros.'],['English'],0,0,0,1987.0
Someone to Watch Over Me,https://www.imdb.com/title/tt0094008/?ref_=sr_t_83,1987,1h 46m,R,6.1,12K,12800000.0,10278549.0,10278549.0,2908796.0,['Ridley Scott'],"['Howard Franklin', 'Danilo Bach', 'David Seltzer']","['Tom Berenger', 'Mimi Rogers', 'Lorraine Bracco']","['Cop Drama', 'Crime', 'Drama', 'Romance', 'Thriller']",['United States'],"['Forest Hills, Queens, New York City, New York, USA']",['Columbia Pictures'],['English'],0,0,0,1987.0
Hope and Glory,https://www.imdb.com/title/tt0093209/?ref_=sr_t_84,1987,1h 53m,PG-13,7.3,15K,,10021120.0,10021120.0,25497.0,['John Boorman'],['John Boorman'],"['Sarah Miles', 'David Hayman', 'Sebastian Rice-Edwards']","['Comedy', 'Drama', 'Romance']","['United Kingdom', 'United States']","['Shepperton, Surrey, England, UK']","['Columbia Pictures', 'Nelson Entertainment', 'Goldcrest Films International']",['English'],0,29,5,1987.0
Maid to Order,https://www.imdb.com/title/tt0093476/?ref_=sr_t_85,1987,1h 33m,PG,5.6,3.7K,3000000.0,9868521.0,9868521.0,1162491.0,['Amy Holden Jones'],"['Amy Holden Jones', 'Perry Howze', 'Randy Howze']","['Ally Sheedy', ""Beverly D'Angelo"", 'Michael Ontkean']","['Satire', 'Comedy', 'Fantasy']",['United States'],"['32596 Pacific Coast Hwy, Malibu, California, USA']",['Vista Organization'],"['English', 'Spanish']",0,0,0,1987.0
The Hidden,https://www.imdb.com/title/tt0093185/?ref_=sr_t_86,1987,1h 37m,R,7.0,24K,5000000.0,9748233.0,9747988.0,2492618.0,['Jack Sholder'],['Jim Kouf'],"['Kyle MacLachlan', 'Michael Nouri', 'Claudia Christian']","['Dark Comedy', 'Horror', 'Sci-Fi', 'Thriller']",['United States'],"['Park Plaza Hotel - 607 S. Park View Street, Los Angeles, California, USA']","['New Line Cinema', 'Heron Communications', 'Mega Entertainment']",['English'],0,6,0,1987.0
From the Hip,https://www.imdb.com/title/tt0093051/?ref_=sr_t_87,1987,1h 51m,PG,6.1,2.7K,9000000.0,9518342.0,9518342.0,2645437.0,['Bob Clark'],"['Bob Clark', 'David E. Kelley']","['Judd Nelson', 'Elizabeth Perkins', 'John Hurt']","['Satire', 'Comedy', 'Crime', 'Drama', 'Mystery']",['United States'],"['EUE/Screen Gems Studios - 1223 N 23rd Street, Wilmington, North Carolina, USA']","['De Laurentiis Entertainment Group (DEG)', 'Indian Neck']",['English'],0,0,0,1987.0
Teen Wolf Too,https://www.imdb.com/title/tt0094118/?ref_=sr_t_88,1987,1h 35m,PG,3.5,13K,3000000.0,7888703.0,7888703.0,2709160.0,['Christopher Leitch'],"['Jeph Loeb', 'Matthew Weisman', 'Tim Kring']","['Jason Bateman', 'Kim Darby', 'John Astin']","['Teen Fantasy', 'Comedy', 'Fantasy']",['United States'],"['Pomona College - 333 N. College Way, Claremont, California, USA']",['Atlantic Entertainment Group'],['English'],0,0,0,1987.0
House II: The Second Story,https://www.imdb.com/title/tt0093220/?ref_=sr_t_89,1987,1h 28m,PG-13,5.4,13K,,7800000.0,7800000.0,2573934.0,['Ethan Wiley'],"['Fred Dekker', 'Ethan Wiley']","['Arye Gross', 'Jonathan Stark', 'Royal Dano']","['Comedy', 'Fantasy', 'Horror']",['United States'],"['Stimson House - 2421 S Figueroa Street, Los Angeles, California, USA']","['New World Pictures', 'Sean S. Cunningham Films']",['English'],0,0,0,1987.0
Ironweed,https://www.imdb.com/title/tt0093277/?ref_=sr_t_90,1987,2h 23m,R,6.7,10K,27000000.0,7393346.0,7393346.0,36973.0,['Hector Babenco'],['William Kennedy'],"['Jack Nicholson', 'Meryl Streep', 'Carroll Baker']",['Drama'],['United States'],"['Albany, New York, USA']","['Home Box Office (HBO)', 'Keith Barish Productions', 'TAFT Entertainment Pictures']",['English'],0,4,2,1987.0
Who's That Girl,https://www.imdb.com/title/tt0094321/?ref_=sr_t_91,1987,1h 32m,PG,4.8,11K,17000000.0,7305209.0,7305209.0,2548205.0,['James Foley'],"['Andrew Smith', 'Ken Finkleman']","['Madonna', 'Griffin Dunne', 'Haviland Morris']","['Comedy', 'Music', 'Romance']",['United States'],"['Fifth Avenue, Manhattan, New York City, New York, USA']","['The Guber-Peters Company', 'Warner Bros.']",['English'],0,7,0,1987.0
Hiding Out,https://www.imdb.com/title/tt0093186/?ref_=sr_t_92,1987,1h 38m,PG-13,6.4,4.3K,7000000.0,7019441.0,7019441.0,2062120.0,['Bob Giraldi'],"['Joe Menosky', 'Jeff Rothberg']","['Jon Cryer', 'Keith Coogan', 'Annabeth Gish']","['Teen Romance', 'Comedy', 'Drama', 'Romance', 'Thriller']",['United States'],"['Wilmington, North Carolina, USA']","['De Laurentiis Entertainment Group (DEG)', 'Evenmore/Locomotion']",['English'],0,0,0,1987.0
Death Wish 4: The Crackdown,https://www.imdb.com/title/tt0092857/?ref_=sr_t_93,1987,1h 39m,R,5.4,12K,5000000.0,6880310.0,6880310.0,2466557.0,['J. Lee Thompson'],"['Brian Garfield', 'Gail Morgan Hickman']","['Charles Bronson', 'Kay Lenz', 'John P. Ryan']","['Action', 'Crime', 'Drama', 'Thriller']",['United States'],"['10790 Wilshire Boulevard, Los Angeles, California, USA']","['The Cannon Group', 'Golan-Globus Productions']",['English'],0,0,0,1987.0
The Chipmunk Adventure,https://www.imdb.com/title/tt0092752/?ref_=sr_t_94,1987,1h 17m,G,7.2,6.2K,,6804312.0,6804312.0,2584720.0,['Janice Karman'],"['Janice Karman', 'Ross Bagdasarian Jr.', 'Ross Bagdasarian']","['Ross Bagdasarian Jr.', 'Janice Karman', 'Dody Goodman']","['Hand-Drawn Animation', 'Jukebox Musical', 'Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Musical']",['United States'],[],['Bagdasarian Productions'],['English'],0,0,0,1987.0
Assassination,https://www.imdb.com/title/tt0092585/?ref_=sr_t_95,1987,1h 28m,PG-13,5.2,3.8K,5000000.0,6075793.0,6075793.0,2787449.0,['Peter R. Hunt'],['Richard Sale'],"['Charles Bronson', 'Jill Ireland', 'Stephen Elliott']","['Dark Comedy', 'Political Thriller', 'Action', 'Drama', 'Romance', 'Thriller']",['United States'],"['Los Angeles, California, USA']","['The Cannon Group', 'Golan-Globus Productions', 'Major Studio Partners']",['English'],0,0,0,1987.0
Evil Dead II,https://www.imdb.com/title/tt0092991/?ref_=sr_t_96,1987,1h 24m,R,7.7,187K,3600000.0,5932279.0,5923044.0,807260.0,['Sam Raimi'],"['Sam Raimi', 'Scott Spiegel']","['Bruce Campbell', 'Sarah Berry', 'Dan Hicks']","['Dark Comedy', 'Slapstick', 'Splatter Horror', 'Supernatural Horror', 'Zombie Horror', 'Comedy', 'Horror']",['United States'],"['De Laurentiis Studios, Wilmington, North Carolina, USA']",['Renaissance Pictures'],"['English', 'Latin']",0,5,0,1987.0
Cry Freedom,https://www.imdb.com/title/tt0092804/?ref_=sr_t_97,1987,2h 37m,PG,7.4,15K,29000000.0,5899797.0,5899797.0,318723.0,['Richard Attenborough'],"['Donald Woods', 'John Briley']","['Denzel Washington', 'Kevin Kline', 'Josette Simon']","['Epic', 'Biography', 'Drama', 'History']","['United Kingdom', 'Zimbabwe', 'United States']","['Chitungwiza, Harare, Zimbabwe']","['Universal Pictures', 'Marble Arch Productions']","['English', 'Afrikaans', 'Xhosa', 'Zulu', 'Sotho']",0,16,3,1987.0
Surrender,https://www.imdb.com/title/tt0094078/?ref_=sr_t_98,1987,1h 45m,PG,5.4,1.2K,15000000.0,5711976.0,5711976.0,2256557.0,['Jerry Belson'],['Jerry Belson'],"['Sally Field', 'Michael Caine', 'Steve Guttenberg']",['Comedy'],['United States'],"['Silverlake, California, USA']","['Golan-Globus Productions', 'The Cannon Group']",['English'],0,0,0,1987.0
Nadine,https://www.imdb.com/title/tt0093596/?ref_=sr_t_99,1987,1h 23m,PG,5.5,4.6K,12000000.0,5669831.0,5669831.0,2188857.0,['Robert Benton'],['Robert Benton'],"['Jeff Bridges', 'Kim Basinger', 'Rip Torn']","['Comedy', 'Mystery', 'Romance']",['United States'],"['Austin, Texas, USA']","['TriStar Pictures', 'ML Delphi Premier Productions']",['English'],0,0,0,1987.0
